REF_DATE,GEO,Type of grain,UOM,SCALAR_FACTOR,VALUE
2006-07,Canada,Rye,Tonnes,units,18260
2006-08,Canada,Rye,Tonnes,units,30145
2006-09,Canada,Rye,Tonnes,units,20288
2006-10,Canada,Rye,Tonnes,units,21669
2006-11,Canada,Rye,Tonnes,units,18009
2006-12,Canada,Rye,Tonnes,units,19552
2007-01,Canada,Rye,Tonnes,units,17149
2007-02,Canada,Rye,Tonnes,units,25576
2007-03,Canada,Rye,Tonnes,units,25450
2007-04,Canada,Rye,Tonnes,units,29424
2007-05,Canada,Rye,Tonnes,units,12932
2007-06,Canada,Rye,Tonnes,units,16267
2007-07,Canada,Rye,Tonnes,units,43676
2007-08,Canada,Rye,Tonnes,units,28432
2007-09,Canada,Rye,Tonnes,units,25325
2007-10,Canada,Rye,Tonnes,units,32853
2007-11,Canada,Rye,Tonnes,units,41621
2007-12,Canada,Rye,Tonnes,units,23445
2008-01,Canada,Rye,Tonnes,units,20988
2008-02,Canada,Rye,Tonnes,units,22965
2008-03,Canada,Rye,Tonnes,units,12177
2008-04,Canada,Rye,Tonnes,units,10620
2008-05,Canada,Rye,Tonnes,units,8559
2008-06,Canada,Rye,Tonnes,units,9903
2008-07,Canada,Rye,Tonnes,units,6985
2008-08,Canada,Rye,Tonnes,units,15000
2008-09,Canada,Rye,Tonnes,units,11214
2008-10,Canada,Rye,Tonnes,units,10559
2008-11,Canada,Rye,Tonnes,units,4591
2008-12,Canada,Rye,Tonnes,units,7332
2009-01,Canada,Rye,Tonnes,units,10723
2009-02,Canada,Rye,Tonnes,units,9966
2009-03,Canada,Rye,Tonnes,units,11018
2009-04,Canada,Rye,Tonnes,units,10891
2009-05,Canada,Rye,Tonnes,units,10060
2009-06,Canada,Rye,Tonnes,units,9635
2009-07,Canada,Rye,Tonnes,units,12228
2009-08,Canada,Rye,Tonnes,units,11149
2009-09,Canada,Rye,Tonnes,units,24081
2009-10,Canada,Rye,Tonnes,units,19747
2009-11,Canada,Rye,Tonnes,units,12954
2009-12,Canada,Rye,Tonnes,units,15135
2010-01,Canada,Rye,Tonnes,units,15352
2010-02,Canada,Rye,Tonnes,units,11787
2010-03,Canada,Rye,Tonnes,units,7436
2010-04,Canada,Rye,Tonnes,units,5355
2010-05,Canada,Rye,Tonnes,units,10265
2010-06,Canada,Rye,Tonnes,units,10114
2010-07,Canada,Rye,Tonnes,units,6690
2010-08,Canada,Rye,Tonnes,units,22369
2010-09,Canada,Rye,Tonnes,units,31359
2010-10,Canada,Rye,Tonnes,units,14805
2010-11,Canada,Rye,Tonnes,units,21175
2010-12,Canada,Rye,Tonnes,units,27381
2011-01,Canada,Rye,Tonnes,units,16559
2011-02,Canada,Rye,Tonnes,units,15004
2011-03,Canada,Rye,Tonnes,units,21933
2011-04,Canada,Rye,Tonnes,units,11866
2011-05,Canada,Rye,Tonnes,units,10564
2011-06,Canada,Rye,Tonnes,units,16338
2011-07,Canada,Rye,Tonnes,units,12130
2011-08,Canada,Rye,Tonnes,units,35731
2011-09,Canada,Rye,Tonnes,units,29291
2011-10,Canada,Rye,Tonnes,units,13651
2011-11,Canada,Rye,Tonnes,units,13355
2011-12,Canada,Rye,Tonnes,units,13613
2012-01,Canada,Rye,Tonnes,units,7087
2012-02,Canada,Rye,Tonnes,units,10873
2012-03,Canada,Rye,Tonnes,units,10056
2012-04,Canada,Rye,Tonnes,units,9497
2012-05,Canada,Rye,Tonnes,units,14146
2012-06,Canada,Rye,Tonnes,units,13314
2012-07,Canada,Rye,Tonnes,units,15475
2012-08,Canada,Rye,Tonnes,units,40224
2012-09,Canada,Rye,Tonnes,units,37075
2012-10,Canada,Rye,Tonnes,units,26646
2012-11,Canada,Rye,Tonnes,units,18656
2012-12,Canada,Rye,Tonnes,units,11963
2013-01,Canada,Rye,Tonnes,units,22487
2013-02,Canada,Rye,Tonnes,units,14663
2013-03,Canada,Rye,Tonnes,units,11440
2013-04,Canada,Rye,Tonnes,units,12718
2013-05,Canada,Rye,Tonnes,units,8735
2013-06,Canada,Rye,Tonnes,units,13755
2013-07,Canada,Rye,Tonnes,units,17516
2013-08,Canada,Rye,Tonnes,units,29858
2013-09,Canada,Rye,Tonnes,units,26513
2013-10,Canada,Rye,Tonnes,units,13161
2013-11,Canada,Rye,Tonnes,units,7653
2013-12,Canada,Rye,Tonnes,units,5882
2014-01,Canada,Rye,Tonnes,units,5700
2014-02,Canada,Rye,Tonnes,units,9679
2014-03,Canada,Rye,Tonnes,units,7298
2014-04,Canada,Rye,Tonnes,units,7400
2014-05,Canada,Rye,Tonnes,units,8468
2014-06,Canada,Rye,Tonnes,units,5723
2014-07,Canada,Rye,Tonnes,units,9863
2014-08,Canada,Rye,Tonnes,units,15240
2014-09,Canada,Rye,Tonnes,units,20967
2014-10,Canada,Rye,Tonnes,units,16529
2014-11,Canada,Rye,Tonnes,units,5474
2014-12,Canada,Rye,Tonnes,units,8639
2015-01,Canada,Rye,Tonnes,units,7678
2015-02,Canada,Rye,Tonnes,units,6979
2015-03,Canada,Rye,Tonnes,units,8544
2015-04,Canada,Rye,Tonnes,units,6266
2015-05,Canada,Rye,Tonnes,units,4838
2015-06,Canada,Rye,Tonnes,units,6672
2015-07,Canada,Rye,Tonnes,units,4909
2015-08,Canada,Rye,Tonnes,units,21398
2015-09,Canada,Rye,Tonnes,units,23353
2015-10,Canada,Rye,Tonnes,units,11601
2015-11,Canada,Rye,Tonnes,units,7506
2015-12,Canada,Rye,Tonnes,units,6564
2016-01,Canada,Rye,Tonnes,units,6531
2016-02,Canada,Rye,Tonnes,units,11469
2016-03,Canada,Rye,Tonnes,units,9947
2016-04,Canada,Rye,Tonnes,units,8699
2016-05,Canada,Rye,Tonnes,units,5837
2016-06,Canada,Rye,Tonnes,units,7025
2016-07,Canada,Rye,Tonnes,units,7624
2016-08,Canada,Rye,Tonnes,units,31334
2016-09,Canada,Rye,Tonnes,units,28500
2016-10,Canada,Rye,Tonnes,units,20260
2016-11,Canada,Rye,Tonnes,units,23721
2016-12,Canada,Rye,Tonnes,units,7349
2017-01,Canada,Rye,Tonnes,units,9385
2017-02,Canada,Rye,Tonnes,units,5500
2017-03,Canada,Rye,Tonnes,units,11188
2017-04,Canada,Rye,Tonnes,units,4900
2017-05,Canada,Rye,Tonnes,units,10261
2017-06,Canada,Rye,Tonnes,units,25462
2017-07,Canada,Rye,Tonnes,units,19500
2017-08,Canada,Rye,Tonnes,units,31994
2017-09,Canada,Rye,Tonnes,units,24401
2017-10,Canada,Rye,Tonnes,units,13425
2017-11,Canada,Rye,Tonnes,units,12829
2017-12,Canada,Rye,Tonnes,units,11058
2018-01,Canada,Rye,Tonnes,units,22526
2018-02,Canada,Rye,Tonnes,units,17809
2018-03,Canada,Rye,Tonnes,units,13893
2018-04,Canada,Rye,Tonnes,units,23726
2018-05,Canada,Rye,Tonnes,units,31748
2018-06,Canada,Rye,Tonnes,units,20521
2018-07,Canada,Rye,Tonnes,units,21500
2018-08,Canada,Rye,Tonnes,units,40571
2018-09,Canada,Rye,Tonnes,units,25589
2018-10,Canada,Rye,Tonnes,units,14981
2018-11,Canada,Rye,Tonnes,units,8378
2018-12,Canada,Rye,Tonnes,units,7780
2019-01,Canada,Rye,Tonnes,units,24728
2019-02,Canada,Rye,Tonnes,units,13700
2019-03,Canada,Rye,Tonnes,units,3500
2019-04,Canada,Rye,Tonnes,units,6700
2019-05,Canada,Rye,Tonnes,units,4100
2019-06,Canada,Rye,Tonnes,units,3676
2019-07,Canada,Rye,Tonnes,units,2860
2019-08,Canada,Rye,Tonnes,units,71980
2019-09,Canada,Rye,Tonnes,units,27077
2019-10,Canada,Rye,Tonnes,units,13022
2019-11,Canada,Rye,Tonnes,units,9089
2019-12,Canada,Rye,Tonnes,units,13260
2020-01,Canada,Rye,Tonnes,units,9685
2020-02,Canada,Rye,Tonnes,units,13125
2020-03,Canada,Rye,Tonnes,units,16314
2020-04,Canada,Rye,Tonnes,units,15630
2020-05,Canada,Rye,Tonnes,units,13020
2020-06,Canada,Rye,Tonnes,units,11424
2020-07,Canada,Rye,Tonnes,units,9800
2020-08,Canada,Rye,Tonnes,units,51182
2020-09,Canada,Rye,Tonnes,units,33421
2020-10,Canada,Rye,Tonnes,units,15188
2020-11,Canada,Rye,Tonnes,units,12128
2020-12,Canada,Rye,Tonnes,units,14058
2021-01,Canada,Rye,Tonnes,units,11691
2021-02,Canada,Rye,Tonnes,units,9391
2021-03,Canada,Rye,Tonnes,units,12397
2021-04,Canada,Rye,Tonnes,units,12320
2021-05,Canada,Rye,Tonnes,units,5200
2021-06,Canada,Rye,Tonnes,units,19412
2021-07,Canada,Rye,Tonnes,units,15040
2021-08,Canada,Rye,Tonnes,units,46233
2021-09,Canada,Rye,Tonnes,units,31647
2021-10,Canada,Rye,Tonnes,units,13254
2021-11,Canada,Rye,Tonnes,units,10288
2021-12,Canada,Rye,Tonnes,units,6933
2001-08,Canada,Flaxseed,Tonnes,units,42472
2001-09,Canada,Flaxseed,Tonnes,units,68853
2001-10,Canada,Flaxseed,Tonnes,units,81935
2001-11,Canada,Flaxseed,Tonnes,units,85373
2001-12,Canada,Flaxseed,Tonnes,units,29613
2002-01,Canada,Flaxseed,Tonnes,units,31220
2002-02,Canada,Flaxseed,Tonnes,units,34496
2002-03,Canada,Flaxseed,Tonnes,units,36847
2002-04,Canada,Flaxseed,Tonnes,units,30497
2002-05,Canada,Flaxseed,Tonnes,units,60713
2002-06,Canada,Flaxseed,Tonnes,units,76192
2002-07,Canada,Flaxseed,Tonnes,units,64203
2002-08,Canada,Flaxseed,Tonnes,units,30944
2002-09,Canada,Flaxseed,Tonnes,units,44191
2002-10,Canada,Flaxseed,Tonnes,units,124317
2002-11,Canada,Flaxseed,Tonnes,units,106985
2002-12,Canada,Flaxseed,Tonnes,units,35365
2003-01,Canada,Flaxseed,Tonnes,units,15568
2003-02,Canada,Flaxseed,Tonnes,units,18100
2003-03,Canada,Flaxseed,Tonnes,units,36903
2003-04,Canada,Flaxseed,Tonnes,units,22209
2003-05,Canada,Flaxseed,Tonnes,units,35346
2003-06,Canada,Flaxseed,Tonnes,units,56591
2003-07,Canada,Flaxseed,Tonnes,units,36149
2003-08,Canada,Flaxseed,Tonnes,units,24829
2003-09,Canada,Flaxseed,Tonnes,units,82719
2003-10,Canada,Flaxseed,Tonnes,units,132082
2003-11,Canada,Flaxseed,Tonnes,units,90050
2003-12,Canada,Flaxseed,Tonnes,units,35202
2004-01,Canada,Flaxseed,Tonnes,units,14009
2004-02,Canada,Flaxseed,Tonnes,units,24634
2004-03,Canada,Flaxseed,Tonnes,units,47097
2004-04,Canada,Flaxseed,Tonnes,units,62700
2004-05,Canada,Flaxseed,Tonnes,units,23585
2004-06,Canada,Flaxseed,Tonnes,units,39128
2004-07,Canada,Flaxseed,Tonnes,units,29499
2004-08,Canada,Flaxseed,Tonnes,units,7530
2004-09,Canada,Flaxseed,Tonnes,units,14232
2004-10,Canada,Flaxseed,Tonnes,units,100131
2004-11,Canada,Flaxseed,Tonnes,units,115743
2004-12,Canada,Flaxseed,Tonnes,units,41005
2005-01,Canada,Flaxseed,Tonnes,units,24887
2005-02,Canada,Flaxseed,Tonnes,units,40618
2005-03,Canada,Flaxseed,Tonnes,units,41610
2005-04,Canada,Flaxseed,Tonnes,units,23952
2005-05,Canada,Flaxseed,Tonnes,units,10986
2005-06,Canada,Flaxseed,Tonnes,units,11245
2005-07,Canada,Flaxseed,Tonnes,units,9210
2005-08,Canada,Flaxseed,Tonnes,units,4145
2005-09,Canada,Flaxseed,Tonnes,units,81448
2005-10,Canada,Flaxseed,Tonnes,units,110480
2005-11,Canada,Flaxseed,Tonnes,units,70442
2005-12,Canada,Flaxseed,Tonnes,units,38420
2006-01,Canada,Flaxseed,Tonnes,units,16150
2006-02,Canada,Flaxseed,Tonnes,units,17900
2006-03,Canada,Flaxseed,Tonnes,units,43969
2006-04,Canada,Flaxseed,Tonnes,units,50876
2006-05,Canada,Flaxseed,Tonnes,units,48215
2006-06,Canada,Flaxseed,Tonnes,units,62585
2006-07,Canada,Flaxseed,Tonnes,units,51144
2006-08,Canada,Flaxseed,Tonnes,units,48990
2006-09,Canada,Flaxseed,Tonnes,units,78859
2006-10,Canada,Flaxseed,Tonnes,units,96564
2006-11,Canada,Flaxseed,Tonnes,units,92240
2006-12,Canada,Flaxseed,Tonnes,units,74448
2007-01,Canada,Flaxseed,Tonnes,units,34703
2007-02,Canada,Flaxseed,Tonnes,units,31912
2007-03,Canada,Flaxseed,Tonnes,units,43731
2007-04,Canada,Flaxseed,Tonnes,units,44937
2007-05,Canada,Flaxseed,Tonnes,units,34959
2007-06,Canada,Flaxseed,Tonnes,units,72885
2007-07,Canada,Flaxseed,Tonnes,units,121157
2007-08,Canada,Flaxseed,Tonnes,units,42210
2007-09,Canada,Flaxseed,Tonnes,units,44047
2007-10,Canada,Flaxseed,Tonnes,units,122685
2007-11,Canada,Flaxseed,Tonnes,units,68001
2007-12,Canada,Flaxseed,Tonnes,units,37269
2008-01,Canada,Flaxseed,Tonnes,units,35475
2008-02,Canada,Flaxseed,Tonnes,units,33884
2008-03,Canada,Flaxseed,Tonnes,units,47657
2008-04,Canada,Flaxseed,Tonnes,units,44119
2008-05,Canada,Flaxseed,Tonnes,units,29771
2008-06,Canada,Flaxseed,Tonnes,units,49534
2008-07,Canada,Flaxseed,Tonnes,units,60599
2008-08,Canada,Flaxseed,Tonnes,units,12193
2008-09,Canada,Flaxseed,Tonnes,units,33789
2008-10,Canada,Flaxseed,Tonnes,units,122437
2008-11,Canada,Flaxseed,Tonnes,units,83197
2008-12,Canada,Flaxseed,Tonnes,units,18992
2009-01,Canada,Flaxseed,Tonnes,units,21527
2009-02,Canada,Flaxseed,Tonnes,units,33638
2009-03,Canada,Flaxseed,Tonnes,units,39144
2009-04,Canada,Flaxseed,Tonnes,units,39592
2009-05,Canada,Flaxseed,Tonnes,units,40924
2009-06,Canada,Flaxseed,Tonnes,units,64402
2009-07,Canada,Flaxseed,Tonnes,units,34090
2009-08,Canada,Flaxseed,Tonnes,units,26445
2009-09,Canada,Flaxseed,Tonnes,units,24034
2009-10,Canada,Flaxseed,Tonnes,units,59827
2009-11,Canada,Flaxseed,Tonnes,units,136382
2009-12,Canada,Flaxseed,Tonnes,units,63682
2010-01,Canada,Flaxseed,Tonnes,units,76975
2010-02,Canada,Flaxseed,Tonnes,units,45837
2010-03,Canada,Flaxseed,Tonnes,units,82552
2010-04,Canada,Flaxseed,Tonnes,units,60401
2010-05,Canada,Flaxseed,Tonnes,units,37013
2010-06,Canada,Flaxseed,Tonnes,units,70610
2010-07,Canada,Flaxseed,Tonnes,units,69005
2010-08,Canada,Flaxseed,Tonnes,units,54517
2010-09,Canada,Flaxseed,Tonnes,units,23011
2010-10,Canada,Flaxseed,Tonnes,units,18422
2010-11,Canada,Flaxseed,Tonnes,units,41824
2010-12,Canada,Flaxseed,Tonnes,units,43424
2011-01,Canada,Flaxseed,Tonnes,units,19427
2011-02,Canada,Flaxseed,Tonnes,units,24188
2011-03,Canada,Flaxseed,Tonnes,units,34987
2011-04,Canada,Flaxseed,Tonnes,units,12694
2011-05,Canada,Flaxseed,Tonnes,units,23142
2011-06,Canada,Flaxseed,Tonnes,units,44195
2011-07,Canada,Flaxseed,Tonnes,units,32539
2011-08,Canada,Flaxseed,Tonnes,units,21294
2011-09,Canada,Flaxseed,Tonnes,units,18140
2011-10,Canada,Flaxseed,Tonnes,units,39873
2011-11,Canada,Flaxseed,Tonnes,units,32838
2011-12,Canada,Flaxseed,Tonnes,units,32663
2012-01,Canada,Flaxseed,Tonnes,units,24625
2012-02,Canada,Flaxseed,Tonnes,units,29567
2012-03,Canada,Flaxseed,Tonnes,units,47321
2012-04,Canada,Flaxseed,Tonnes,units,38008
2012-05,Canada,Flaxseed,Tonnes,units,36011
2012-06,Canada,Flaxseed,Tonnes,units,32942
2012-07,Canada,Flaxseed,Tonnes,units,34513
2012-08,Canada,Flaxseed,Tonnes,units,29422
2012-09,Canada,Flaxseed,Tonnes,units,32289
2012-10,Canada,Flaxseed,Tonnes,units,56837
2012-11,Canada,Flaxseed,Tonnes,units,60048
2012-12,Canada,Flaxseed,Tonnes,units,48075
2013-01,Canada,Flaxseed,Tonnes,units,36078
2013-02,Canada,Flaxseed,Tonnes,units,30986
2013-03,Canada,Flaxseed,Tonnes,units,46695
2013-04,Canada,Flaxseed,Tonnes,units,33911
2013-05,Canada,Flaxseed,Tonnes,units,33543
2013-06,Canada,Flaxseed,Tonnes,units,35870
2013-07,Canada,Flaxseed,Tonnes,units,40687
2013-08,Canada,Flaxseed,Tonnes,units,21683
2013-09,Canada,Flaxseed,Tonnes,units,15615
2013-10,Canada,Flaxseed,Tonnes,units,76799
2013-11,Canada,Flaxseed,Tonnes,units,107495
2013-12,Canada,Flaxseed,Tonnes,units,47614
2014-01,Canada,Flaxseed,Tonnes,units,46745
2014-02,Canada,Flaxseed,Tonnes,units,49584
2014-03,Canada,Flaxseed,Tonnes,units,43908
2014-04,Canada,Flaxseed,Tonnes,units,51455
2014-05,Canada,Flaxseed,Tonnes,units,45700
2014-06,Canada,Flaxseed,Tonnes,units,51050
2014-07,Canada,Flaxseed,Tonnes,units,52100
2014-08,Canada,Flaxseed,Tonnes,units,25080
2014-09,Canada,Flaxseed,Tonnes,units,21701
2014-10,Canada,Flaxseed,Tonnes,units,96458
2014-11,Canada,Flaxseed,Tonnes,units,108829
2014-12,Canada,Flaxseed,Tonnes,units,81199
2015-01,Canada,Flaxseed,Tonnes,units,66712
2015-02,Canada,Flaxseed,Tonnes,units,57290
2015-03,Canada,Flaxseed,Tonnes,units,56092
2015-04,Canada,Flaxseed,Tonnes,units,51141
2015-05,Canada,Flaxseed,Tonnes,units,27102
2015-06,Canada,Flaxseed,Tonnes,units,27018
2015-07,Canada,Flaxseed,Tonnes,units,29590
2015-08,Canada,Flaxseed,Tonnes,units,16124
2015-09,Canada,Flaxseed,Tonnes,units,36476
2015-10,Canada,Flaxseed,Tonnes,units,81850
2015-11,Canada,Flaxseed,Tonnes,units,90008
2015-12,Canada,Flaxseed,Tonnes,units,67752
2016-01,Canada,Flaxseed,Tonnes,units,39400
2016-02,Canada,Flaxseed,Tonnes,units,44079
2016-03,Canada,Flaxseed,Tonnes,units,64005
2016-04,Canada,Flaxseed,Tonnes,units,41421
2016-05,Canada,Flaxseed,Tonnes,units,44281
2016-06,Canada,Flaxseed,Tonnes,units,72971
2016-07,Canada,Flaxseed,Tonnes,units,53707
2016-08,Canada,Flaxseed,Tonnes,units,36249
2016-09,Canada,Flaxseed,Tonnes,units,18317
2016-10,Canada,Flaxseed,Tonnes,units,23148
2016-11,Canada,Flaxseed,Tonnes,units,46171
2016-12,Canada,Flaxseed,Tonnes,units,69251
2017-01,Canada,Flaxseed,Tonnes,units,71179
2017-02,Canada,Flaxseed,Tonnes,units,26888
2017-03,Canada,Flaxseed,Tonnes,units,15544
2017-04,Canada,Flaxseed,Tonnes,units,31436
2017-05,Canada,Flaxseed,Tonnes,units,22608
2017-06,Canada,Flaxseed,Tonnes,units,33276
2017-07,Canada,Flaxseed,Tonnes,units,25749
2017-08,Canada,Flaxseed,Tonnes,units,23721
2017-09,Canada,Flaxseed,Tonnes,units,26336
2017-10,Canada,Flaxseed,Tonnes,units,53034
2017-11,Canada,Flaxseed,Tonnes,units,82140
2017-12,Canada,Flaxseed,Tonnes,units,40379
2018-01,Canada,Flaxseed,Tonnes,units,37440
2018-02,Canada,Flaxseed,Tonnes,units,23961
2018-03,Canada,Flaxseed,Tonnes,units,29582
2018-04,Canada,Flaxseed,Tonnes,units,47807
2018-05,Canada,Flaxseed,Tonnes,units,44437
2018-06,Canada,Flaxseed,Tonnes,units,70772
2018-07,Canada,Flaxseed,Tonnes,units,49100
2018-08,Canada,Flaxseed,Tonnes,units,19428
2018-09,Canada,Flaxseed,Tonnes,units,16393
2018-10,Canada,Flaxseed,Tonnes,units,38790
2018-11,Canada,Flaxseed,Tonnes,units,57461
2018-12,Canada,Flaxseed,Tonnes,units,32114
2019-01,Canada,Flaxseed,Tonnes,units,43888
2019-02,Canada,Flaxseed,Tonnes,units,31326
2019-03,Canada,Flaxseed,Tonnes,units,39792
2019-04,Canada,Flaxseed,Tonnes,units,53805
2019-05,Canada,Flaxseed,Tonnes,units,47096
2019-06,Canada,Flaxseed,Tonnes,units,23184
2019-07,Canada,Flaxseed,Tonnes,units,19203
2019-08,Canada,Flaxseed,Tonnes,units,8868
2019-09,Canada,Flaxseed,Tonnes,units,10642
2019-10,Canada,Flaxseed,Tonnes,units,42061
2019-11,Canada,Flaxseed,Tonnes,units,59651
2019-12,Canada,Flaxseed,Tonnes,units,32589
2020-01,Canada,Flaxseed,Tonnes,units,26735
2020-02,Canada,Flaxseed,Tonnes,units,23926
2020-03,Canada,Flaxseed,Tonnes,units,21477
2020-04,Canada,Flaxseed,Tonnes,units,71925
2020-05,Canada,Flaxseed,Tonnes,units,40291
2020-06,Canada,Flaxseed,Tonnes,units,30709
2020-07,Canada,Flaxseed,Tonnes,units,34087
2020-08,Canada,Flaxseed,Tonnes,units,16042
2020-09,Canada,Flaxseed,Tonnes,units,45820
2020-10,Canada,Flaxseed,Tonnes,units,89389
2020-11,Canada,Flaxseed,Tonnes,units,71482
2020-12,Canada,Flaxseed,Tonnes,units,52796
2021-01,Canada,Flaxseed,Tonnes,units,48565
2021-02,Canada,Flaxseed,Tonnes,units,35890
2021-03,Canada,Flaxseed,Tonnes,units,44388
2021-04,Canada,Flaxseed,Tonnes,units,28013
2021-05,Canada,Flaxseed,Tonnes,units,14631
2021-06,Canada,Flaxseed,Tonnes,units,20647
2021-07,Canada,Flaxseed,Tonnes,units,9322
2021-08,Canada,Flaxseed,Tonnes,units,8215
2021-09,Canada,Flaxseed,Tonnes,units,33363
2021-10,Canada,Flaxseed,Tonnes,units,46880
2021-11,Canada,Flaxseed,Tonnes,units,30860
2021-12,Canada,Flaxseed,Tonnes,units,29657
2001-08,Canada,Canola (rapeseed),Tonnes,units,375705
2001-09,Canada,Canola (rapeseed),Tonnes,units,547514
2001-10,Canada,Canola (rapeseed),Tonnes,units,553374
2001-11,Canada,Canola (rapeseed),Tonnes,units,397404
2001-12,Canada,Canola (rapeseed),Tonnes,units,306928
2002-01,Canada,Canola (rapeseed),Tonnes,units,350031
2002-02,Canada,Canola (rapeseed),Tonnes,units,317377
2002-03,Canada,Canola (rapeseed),Tonnes,units,369671
2002-04,Canada,Canola (rapeseed),Tonnes,units,240373
2002-05,Canada,Canola (rapeseed),Tonnes,units,329631
2002-06,Canada,Canola (rapeseed),Tonnes,units,375011
2002-07,Canada,Canola (rapeseed),Tonnes,units,454231
2002-08,Canada,Canola (rapeseed),Tonnes,units,434991
2002-09,Canada,Canola (rapeseed),Tonnes,units,529214
2002-10,Canada,Canola (rapeseed),Tonnes,units,559198
2002-11,Canada,Canola (rapeseed),Tonnes,units,513401
2002-12,Canada,Canola (rapeseed),Tonnes,units,454610
2003-01,Canada,Canola (rapeseed),Tonnes,units,200687
2003-02,Canada,Canola (rapeseed),Tonnes,units,258255
2003-03,Canada,Canola (rapeseed),Tonnes,units,274985
2003-04,Canada,Canola (rapeseed),Tonnes,units,214577
2003-05,Canada,Canola (rapeseed),Tonnes,units,179973
2003-06,Canada,Canola (rapeseed),Tonnes,units,400646
2003-07,Canada,Canola (rapeseed),Tonnes,units,393458
2003-08,Canada,Canola (rapeseed),Tonnes,units,466778
2003-09,Canada,Canola (rapeseed),Tonnes,units,1033392
2003-10,Canada,Canola (rapeseed),Tonnes,units,973583
2003-11,Canada,Canola (rapeseed),Tonnes,units,707083
2003-12,Canada,Canola (rapeseed),Tonnes,units,557804
2004-01,Canada,Canola (rapeseed),Tonnes,units,385396
2004-02,Canada,Canola (rapeseed),Tonnes,units,591566
2004-03,Canada,Canola (rapeseed),Tonnes,units,677731
2004-04,Canada,Canola (rapeseed),Tonnes,units,377100
2004-05,Canada,Canola (rapeseed),Tonnes,units,191795
2004-06,Canada,Canola (rapeseed),Tonnes,units,466556
2004-07,Canada,Canola (rapeseed),Tonnes,units,377527
2004-08,Canada,Canola (rapeseed),Tonnes,units,164018
2004-09,Canada,Canola (rapeseed),Tonnes,units,901702
2004-10,Canada,Canola (rapeseed),Tonnes,units,851218
2004-11,Canada,Canola (rapeseed),Tonnes,units,668067
2004-12,Canada,Canola (rapeseed),Tonnes,units,594670
2005-01,Canada,Canola (rapeseed),Tonnes,units,391290
2005-02,Canada,Canola (rapeseed),Tonnes,units,538146
2005-03,Canada,Canola (rapeseed),Tonnes,units,626735
2005-04,Canada,Canola (rapeseed),Tonnes,units,527140
2005-05,Canada,Canola (rapeseed),Tonnes,units,432804
2005-06,Canada,Canola (rapeseed),Tonnes,units,522046
2005-07,Canada,Canola (rapeseed),Tonnes,units,491709
2005-08,Canada,Canola (rapeseed),Tonnes,units,488714
2005-09,Canada,Canola (rapeseed),Tonnes,units,774345
2005-10,Canada,Canola (rapeseed),Tonnes,units,815056
2005-11,Canada,Canola (rapeseed),Tonnes,units,855535
2005-12,Canada,Canola (rapeseed),Tonnes,units,581417
2006-01,Canada,Canola (rapeseed),Tonnes,units,709877
2006-02,Canada,Canola (rapeseed),Tonnes,units,773828
2006-03,Canada,Canola (rapeseed),Tonnes,units,862396
2006-04,Canada,Canola (rapeseed),Tonnes,units,727881
2006-05,Canada,Canola (rapeseed),Tonnes,units,676753
2006-06,Canada,Canola (rapeseed),Tonnes,units,725622
2006-07,Canada,Canola (rapeseed),Tonnes,units,792054
2006-08,Canada,Canola (rapeseed),Tonnes,units,838360
2006-09,Canada,Canola (rapeseed),Tonnes,units,739103
2006-10,Canada,Canola (rapeseed),Tonnes,units,800725
2006-11,Canada,Canola (rapeseed),Tonnes,units,934201
2006-12,Canada,Canola (rapeseed),Tonnes,units,635859
2007-01,Canada,Canola (rapeseed),Tonnes,units,822240
2007-02,Canada,Canola (rapeseed),Tonnes,units,601906
2007-03,Canada,Canola (rapeseed),Tonnes,units,566501
2007-04,Canada,Canola (rapeseed),Tonnes,units,548435
2007-05,Canada,Canola (rapeseed),Tonnes,units,842792
2007-06,Canada,Canola (rapeseed),Tonnes,units,845949
2007-07,Canada,Canola (rapeseed),Tonnes,units,839045
2007-08,Canada,Canola (rapeseed),Tonnes,units,794629
2007-09,Canada,Canola (rapeseed),Tonnes,units,890139
2007-10,Canada,Canola (rapeseed),Tonnes,units,935030
2007-11,Canada,Canola (rapeseed),Tonnes,units,831947
2007-12,Canada,Canola (rapeseed),Tonnes,units,790398
2008-01,Canada,Canola (rapeseed),Tonnes,units,859591
2008-02,Canada,Canola (rapeseed),Tonnes,units,870799
2008-03,Canada,Canola (rapeseed),Tonnes,units,818399
2008-04,Canada,Canola (rapeseed),Tonnes,units,762111
2008-05,Canada,Canola (rapeseed),Tonnes,units,444285
2008-06,Canada,Canola (rapeseed),Tonnes,units,773134
2008-07,Canada,Canola (rapeseed),Tonnes,units,768968
2008-08,Canada,Canola (rapeseed),Tonnes,units,393387
2008-09,Canada,Canola (rapeseed),Tonnes,units,1350485
2008-10,Canada,Canola (rapeseed),Tonnes,units,1267063
2008-11,Canada,Canola (rapeseed),Tonnes,units,822144
2008-12,Canada,Canola (rapeseed),Tonnes,units,751650
2009-01,Canada,Canola (rapeseed),Tonnes,units,1100439
2009-02,Canada,Canola (rapeseed),Tonnes,units,952352
2009-03,Canada,Canola (rapeseed),Tonnes,units,1173618
2009-04,Canada,Canola (rapeseed),Tonnes,units,1296119
2009-05,Canada,Canola (rapeseed),Tonnes,units,822714
2009-06,Canada,Canola (rapeseed),Tonnes,units,920125
